"Source","Target","Weight"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition._BrLeft_1_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition._BrLeft_2_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_1_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_2_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_3_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_4_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_5_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_6_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_7_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_.Definition","3.0"
